﻿Geography,Year,Category,Industry Space Use,Value
Southbank,2027,Jobs by space use,Entertainment - Other,10354
Southbank,2028,Jobs by space use,Entertainment - Other,10629
Southbank,2029,Jobs by space use,Entertainment - Other,10884
Southbank,2030,Jobs by space use,Entertainment - Other,11143
Southbank,2033,Jobs by space use,Entertainment - Other,11922
Southbank,2034,Jobs by space use,Entertainment - Other,12162
Southbank,2036,Jobs by space use,Entertainment - Other,12668
Southbank,2037,Jobs by space use,Entertainment - Other,12868
Southbank,2024,Jobs by space use,Health,83
Southbank,2025,Jobs by space use,Health,94
Southbank,2029,Jobs by space use,Health,172
Southbank,2033,Jobs by space use,Health,261
Southbank,2034,Jobs by space use,Health,284
Southbank,2038,Jobs by space use,Health,425
Southbank,2024,Jobs by space use,Industrial,0
Southbank,2033,Jobs by space use,Industrial,0
Southbank,2036,Jobs by space use,Industrial,0
Southbank,2037,Jobs by space use,Industrial,0
Southbank,2040,Jobs by space use,Industrial,0
Southbank,2042,Jobs by space use,Industrial,1
Southbank,2043,Jobs by space use,Industrial,2
Southbank,2024,Jobs by space use,Office,27746
Southbank,2025,Jobs by space use,Office,28042
Southbank,2028,Jobs by space use,Office,29389
Southbank,2030,Jobs by space use,Office,30254
Southbank,2032,Jobs by space use,Office,31036
Southbank,2033,Jobs by space use,Office,31391
Southbank,2028,Jobs by space use,Other - Employment,1133
Southbank,2029,Jobs by space use,Other - Employment,1143
Southbank,2034,Jobs by space use,Other - Employment,1213
Southbank,2036,Jobs by space use,Other - Employment,1244
Southbank,2037,Jobs by space use,Other - Employment,1256
Southbank,2038,Jobs by space use,Other - Employment,1269
Southbank,2042,Jobs by space use,Other - Employment,1315
Southbank,2024,Jobs by space use,Retail,2730
Southbank,2027,Jobs by space use,Retail,3064
Southbank,2028,Jobs by space use,Retail,3166
Southbank,2036,Jobs by space use,Retail,3673
Southbank,2037,Jobs by space use,Retail,3712
Southbank,2039,Jobs by space use,Retail,3787
West Melbourne (Industrial),2026,Jobs by space use,Accommodation - Commercial,29
West Melbourne (Industrial),2032,Jobs by space use,Accommodation - Commercial,47
West Melbourne (Industrial),2039,Jobs by space use,Accommodation - Commercial,61
West Melbourne (Industrial),2023,Jobs by space use,Education,0
West Melbourne (Industrial),2030,Jobs by space use,Education,37
West Melbourne (Industrial),2032,Jobs by space use,Education,110
West Melbourne (Industrial),2034,Jobs by space use,Education,120
West Melbourne (Industrial),2037,Jobs by space use,Education,128
West Melbourne (Industrial),2040,Jobs by space use,Education,138
West Melbourne (Industrial),2041,Jobs by space use,Education,141
West Melbourne (Industrial),2043,Jobs by space use,Education,143
West Melbourne (Industrial),2023,Jobs by space use,Entertainment - Hospitality,0
West Melbourne (Industrial),2024,Jobs by space use,Entertainment - Hospitality,51
West Melbourne (Industrial),2025,Jobs by space use,Entertainment - Hospitality,80
West Melbourne (Industrial),2028,Jobs by space use,Entertainment - Hospitality,92
West Melbourne (Industrial),2032,Jobs by space use,Entertainment - Hospitality,156
West Melbourne (Industrial),2035,Jobs by space use,Entertainment - Hospitality,181
West Melbourne (Industrial),2037,Jobs by space use,Entertainment - Hospitality,191
West Melbourne (Industrial),2040,Jobs by space use,Entertainment - Hospitality,211
West Melbourne (Industrial),2041,Jobs by space use,Entertainment - Hospitality,219
West Melbourne (Industrial),2043,Jobs by space use,Entertainment - Hospitality,232
West Melbourne (Industrial),2024,Jobs by space use,Entertainment - Other,50
West Melbourne (Industrial),2025,Jobs by space use,Entertainment - Other,51
West Melbourne (Industrial),2029,Jobs by space use,Entertainment - Other,64
West Melbourne (Industrial),2030,Jobs by space use,Entertainment - Other,67
West Melbourne (Industrial),2031,Jobs by space use,Entertainment - Other,87
West Melbourne (Industrial),2036,Jobs by space use,Entertainment - Other,140
West Melbourne (Industrial),2037,Jobs by space use,Entertainment - Other,144
West Melbourne (Industrial),2038,Jobs by space use,Entertainment - Other,149
West Melbourne (Industrial),2039,Jobs by space use,Entertainment - Other,154
West Melbourne (Industrial),2024,Jobs by space use,Health,10
West Melbourne (Industrial),2027,Jobs by space use,Health,52
West Melbourne (Industrial),2034,Jobs by space use,Health,297
West Melbourne (Industrial),2035,Jobs by space use,Health,320
West Melbourne (Industrial),2037,Jobs by space use,Health,365
West Melbourne (Industrial),2041,Jobs by space use,Health,510
West Melbourne (Industrial),2024,Jobs by space use,Industrial,2880
West Melbourne (Industrial),2025,Jobs by space use,Industrial,2882
West Melbourne (Industrial),2029,Jobs by space use,Industrial,2777
West Melbourne (Industrial),2034,Jobs by space use,Industrial,2676
West Melbourne (Industrial),2036,Jobs by space use,Industrial,2674
West Melbourne (Industrial),2039,Jobs by space use,Industrial,2695
West Melbourne (Industrial),2041,Jobs by space use,Industrial,2714
West Melbourne (Industrial),2043,Jobs by space use,Industrial,2736
West Melbourne (Industrial),2027,Jobs by space use,Office,978
West Melbourne (Industrial),2031,Jobs by space use,Office,1025
West Melbourne (Industrial),2033,Jobs by space use,Office,1070
West Melbourne (Industrial),2038,Jobs by space use,Office,1149
West Melbourne (Industrial),2039,Jobs by space use,Office,1168
West Melbourne (Industrial),2040,Jobs by space use,Office,1186
West Melbourne (Industrial),2024,Jobs by space use,Other - Employment,19
West Melbourne (Industrial),2031,Jobs by space use,Other - Employment,66
West Melbourne (Industrial),2032,Jobs by space use,Other - Employment,73
West Melbourne (Industrial),2037,Jobs by space use,Other - Employment,98
West Melbourne (Industrial),2023,Jobs by space use,Retail,104
West Melbourne (Industrial),2026,Jobs by space use,Retail,147
West Melbourne (Industrial),2027,Jobs by space use,Retail,155
West Melbourne (Industrial),2032,Jobs by space use,Retail,194
West Melbourne (Industrial),2034,Jobs by space use,Retail,214
West Melbourne (Industrial),2038,Jobs by space use,Retail,232
West Melbourne (Industrial),2041,Jobs by space use,Retail,247
West Melbourne (Residential),2024,Jobs by space use,Accommodation - Commercial,78
West Melbourne (Residential),2027,Jobs by space use,Accommodation - Commercial,103
West Melbourne (Residential),2033,Jobs by space use,Accommodation - Commercial,160
West Melbourne (Residential),2034,Jobs by space use,Accommodation - Commercial,166
West Melbourne (Residential),2035,Jobs by space use,Accommodation - Commercial,175
West Melbourne (Residential),2038,Jobs by space use,Accommodation - Commercial,199
West Melbourne (Residential),2039,Jobs by space use,Accommodation - Commercial,207
West Melbourne (Residential),2042,Jobs by space use,Accommodation - Commercial,207
West Melbourne (Residential),2025,Jobs by space use,Education,371
West Melbourne (Residential),2026,Jobs by space use,Education,401
West Melbourne (Residential),2036,Jobs by space use,Education,776
West Melbourne (Residential),2037,Jobs by space use,Education,804
West Melbourne (Residential),2041,Jobs by space use,Education,826
West Melbourne (Residential),2025,Jobs by space use,Entertainment - Hospitality,335
West Melbourne (Residential),2032,Jobs by space use,Entertainment - Hospitality,511
West Melbourne (Residential),2034,Jobs by space use,Entertainment - Hospitality,533
West Melbourne (Residential),2025,Jobs by space use,Entertainment - Other,184
West Melbourne (Residential),2027,Jobs by space use,Entertainment - Other,201
West Melbourne (Residential),2028,Jobs by space use,Entertainment - Other,211
West Melbourne (Residential),2030,Jobs by space use,Entertainment - Other,239
West Melbourne (Residential),2032,Jobs by space use,Entertainment - Other,275
West Melbourne (Residential),2033,Jobs by space use,Entertainment - Other,292
West Melbourne (Residential),2036,Jobs by space use,Entertainment - Other,347
West Melbourne (Residential),2037,Jobs by space use,Entertainment - Other,362
West Melbourne (Residential),2038,Jobs by space use,Entertainment - Other,376
West Melbourne (Residential),2043,Jobs by space use,Entertainment - Other,370
West Melbourne (Residential),2025,Jobs by space use,Health,42
West Melbourne (Residential),2029,Jobs by space use,Health,116
West Melbourne (Residential),2032,Jobs by space use,Health,216
West Melbourne (Residential),2033,Jobs by space use,Health,258
West Melbourne (Residential),2037,Jobs by space use,Health,453
West Melbourne (Residential),2038,Jobs by space use,Health,517
West Melbourne (Residential),2040,Jobs by space use,Health,517
West Melbourne (Residential),2023,Jobs by space use,Industrial,147
West Melbourne (Residential),2024,Jobs by space use,Industrial,156
West Melbourne (Residential),2030,Jobs by space use,Industrial,141
West Melbourne (Residential),2031,Jobs by space use,Industrial,132
West Melbourne (Residential),2034,Jobs by space use,Industrial,123
West Melbourne (Residential),2042,Jobs by space use,Industrial,130
West Melbourne (Residential),2027,Jobs by space use,Office,3149
West Melbourne (Residential),2028,Jobs by space use,Office,3230
West Melbourne (Residential),2029,Jobs by space use,Office,3302
West Melbourne (Residential),2038,Jobs by space use,Office,3848
West Melbourne (Residential),2040,Jobs by space use,Office,3865
West Melbourne (Residential),2024,Jobs by space use,Other - Employment,532
West Melbourne (Residential),2025,Jobs by space use,Other - Employment,535
West Melbourne (Residential),2035,Jobs by space use,Other - Employment,585
West Melbourne (Residential),2037,Jobs by space use,Other - Employment,592
West Melbourne (Residential),2040,Jobs by space use,Other - Employment,599
West Melbourne (Residential),2041,Jobs by space use,Other - Employment,598
West Melbourne (Residential),2043,Jobs by space use,Other - Employment,602
West Melbourne (Residential),2032,Jobs by space use,Retail,429
West Melbourne (Residential),2037,Jobs by space use,Retail,471
West Melbourne (Residential),2038,Jobs by space use,Retail,478
West Melbourne (Residential),2040,Jobs by space use,Retail,489
West Melbourne (Residential),2041,Jobs by space use,Retail,489
West Melbourne (Residential),2042,Jobs by space use,Retail,488
Carlton,2025,Jobs by space use,Total Jobs,17255
Carlton,2028,Jobs by space use,Total Jobs,19859
Carlton,2034,Jobs by space use,Total Jobs,25442
Carlton,2036,Jobs by space use,Total Jobs,26041
Carlton,2037,Jobs by space use,Total Jobs,26304
Carlton,2038,Jobs by space use,Total Jobs,26315
Carlton,2043,Jobs by space use,Total Jobs,26507
Docklands,2033,Jobs by space use,Total Jobs,91000
Docklands,2036,Jobs by space use,Total Jobs,93524
Docklands,2039,Jobs by space use,Total Jobs,95844
Docklands,2041,Jobs by space use,Total Jobs,97382
Docklands,2043,Jobs by space use,Total Jobs,98595
East Melbourne,2023,Jobs by space use,Total Jobs,21429
East Melbourne,2027,Jobs by space use,Total Jobs,23384
East Melbourne,2032,Jobs by space use,Total Jobs,24976
East Melbourne,2035,Jobs by space use,Total Jobs,25219
East Melbourne,2038,Jobs by space use,Total Jobs,25459
East Melbourne,2041,Jobs by space use,Total Jobs,25528
Kensington,2023,Jobs by space use,Total Jobs,7503
Kensington,2024,Jobs by space use,Total Jobs,8065
Kensington,2025,Jobs by space use,Total Jobs,8318
Kensington,2031,Jobs by space use,Total Jobs,10186
Kensington,2035,Jobs by space use,Total Jobs,11196
Kensington,2038,Jobs by space use,Total Jobs,11567
Kensington,2039,Jobs by space use,Total Jobs,11712
Kensington,2040,Jobs by space use,Total Jobs,11860
Kensington,2043,Jobs by space use,Total Jobs,12182
Melbourne (CBD),2023,Jobs by space use,Total Jobs,237655
Melbourne (CBD),2023,Jobs by industry,Total Jobs,237655
Melbourne (CBD),2024,Jobs by industry,Total Jobs,247295
Melbourne (Remainder),2025,Jobs by space use,Total Jobs,24032
Melbourne (Remainder),2026,Jobs by space use,Total Jobs,24512
Melbourne (Remainder),2028,Jobs by space use,Total Jobs,24851
Melbourne (Remainder),2029,Jobs by space use,Total Jobs,25026
Melbourne (Remainder),2031,Jobs by space use,Total Jobs,25375
Melbourne (Remainder),2033,Jobs by space use,Total Jobs,25592
Melbourne (Remainder),2037,Jobs by space use,Total Jobs,25914
Melbourne (Remainder),2039,Jobs by space use,Total Jobs,26024
Melbourne (Remainder),2041,Jobs by space use,Total Jobs,26042
North Melbourne,2028,Jobs by space use,Total Jobs,15447
North Melbourne,2031,Jobs by space use,Total Jobs,17433
North Melbourne,2034,Jobs by space use,Total Jobs,19362
North Melbourne,2035,Jobs by space use,Total Jobs,20102
North Melbourne,2038,Jobs by space use,Total Jobs,21179
North Melbourne,2040,Jobs by space use,Total Jobs,21834
North Melbourne,2041,Jobs by space use,Total Jobs,22762
North Melbourne,2042,Jobs by space use,Total Jobs,23451
Parkville,2023,Jobs by space use,Total Jobs,34593
Parkville,2025,Jobs by space use,Total Jobs,35849
Parkville,2034,Jobs by space use,Total Jobs,36593
Parkville,2037,Jobs by space use,Total Jobs,36731
Parkville,2038,Jobs by space use,Total Jobs,36781
Parkville,2039,Jobs by space use,Total Jobs,36796
Parkville,2041,Jobs by space use,Total Jobs,36544
Parkville,2042,Jobs by space use,Total Jobs,36551
Port Melbourne,2026,Jobs by space use,Total Jobs,14401
Port Melbourne,2032,Jobs by space use,Total Jobs,16264
Port Melbourne,2033,Jobs by space use,Total Jobs,16562
Port Melbourne,2036,Jobs by space use,Total Jobs,19531
Port Melbourne,2039,Jobs by space use,Total Jobs,24422
South Yarra,2024,Jobs by space use,Total Jobs,1267
South Yarra,2025,Jobs by space use,Total Jobs,1277
South Yarra,2027,Jobs by space use,Total Jobs,1287
South Yarra,2028,Jobs by space use,Total Jobs,1291
South Yarra,2030,Jobs by space use,Total Jobs,1298
South Yarra,2031,Jobs by space use,Total Jobs,1301
South Yarra,2032,Jobs by space use,Total Jobs,1303
South Yarra,2033,Jobs by space use,Total Jobs,1305
South Yarra,2035,Jobs by space use,Total Jobs,1309
South Yarra,2036,Jobs by space use,Total Jobs,1310
Southbank,2030,Jobs by space use,Total Jobs,56814
Southbank,2031,Jobs by space use,Total Jobs,57888
Southbank,2033,Jobs by space use,Total Jobs,59719
Southbank,2034,Jobs by space use,Total Jobs,60545
Southbank,2037,Jobs by space use,Total Jobs,63200
Southbank,2038,Jobs by space use,Total Jobs,64019
Southbank,2039,Jobs by space use,Total Jobs,64774
Southbank,2043,Jobs by space use,Total Jobs,67218
West Melbourne (Industrial),2024,Jobs by space use,Total Jobs,4094
West Melbourne (Industrial),2036,Jobs by space use,Total Jobs,4947
West Melbourne (Industrial),2038,Jobs by space use,Total Jobs,5107
West Melbourne (Industrial),2039,Jobs by space use,Total Jobs,5203
West Melbourne (Residential),2026,Jobs by space use,Total Jobs,5266
West Melbourne (Residential),2027,Jobs by space use,Total Jobs,5431
West Melbourne (Residential),2028,Jobs by space use,Total Jobs,5614
West Melbourne (Residential),2029,Jobs by space use,Total Jobs,5793
West Melbourne (Residential),2030,Jobs by space use,Total Jobs,5997
West Melbourne (Residential),2032,Jobs by space use,Total Jobs,6433
West Melbourne (Residential),2036,Jobs by space use,Total Jobs,7234
West Melbourne (Residential),2041,Jobs by space use,Total Jobs,7615
West Melbourne (Residential),2043,Jobs by space use,Total Jobs,7630
City of Melbourne,2025,Jobs by space use,Total Jobs,528996
City of Melbourne,2027,Jobs by space use,Total Jobs,551837
City of Melbourne,2031,Jobs by space use,Total Jobs,593977
City of Melbourne,2036,Jobs by space use,Total Jobs,633193
Carlton,2025,Jobs by industry,Total Jobs,17255
